tipus,szerzo,cim,vers,link
OFF,Tóth Tünde,Az irodalom háztartási balesetei - Minieposz,"Fejemben pörögnek a metaforatárcsák, spontán jön a lendület, játékos csapongás. Szikrázik az irónialézer, verset kéne írni, de a végén porrongy repül a levegőben, nem a konfetti. Mint amikor a kenyérpirító próbál Shakespeare sütit sütni, a versszerkezetet már csak az ipari palacsintasütő tudná összefogni, és azt is csak akkor, ha beleírják a SWOT-analízist. A szófűzés olyan, mint amikor rétest nyújtanak, rád csavarodik, de eközben elszakad, hiába a szinesztéziás érzések irányítanak, ha a gondolattérkép GPS-e bemondja az unalmast. A verssorok elszabadult bevásárlókocsiként gurulnak, a rímpárok egy turkáló öltözőjében vitatkoznak, irodalmi barkácshumorok csavarokkal kacérkodnak, ínycsiklandozó szóképfalatokkal abszurd tálcádon sorakoznak, majd, mint egy versformájú jóllakott lufikutya, a képek előtted hirtelen szétdurrannak. A képzavar az ajtódon dörömböl, és szőnyegként kezdte árulni magát a nyelvtani piacon, mielőtt betört. A csattanó egy másik versben robbant, de eljött bocsánatot kérni, a hasonlat annyira túl volt írva, hogy már saját influenszer-karriert kezdett, mint ""MetaforaNéni"". A lírai narrátor elment szabira, helyette a konyhai időzítő állt be verset írni, 3 perc múlva csipogva egyeztetési hibába botlott, s múlt időben próbálja a jelent visszahívni. A rím végén a kérdőjel csak áll, mint szkeptikus postás, ""Jó helyre csengettem? Hogy fogom én ezt helyrehozni?"", majd úgy kúszott a sorokba, mint eltévedt macska a színházi főpróbán, nem volt betervezve, de örült neki mindenki. De a versív oly mértékben rogyott meg, mint egy IKEA-polc, amit használati utasítás nélkül érzékkel szereltek össze, a rím úgy tekert balra a sor végén, mint nagyszülő ki nem tudta, hová tart a pláza foodcourton át, mert elfelejtette, olyan összevisszasággal repkedett tovább, mint egy összeesküvés-elmélet powerpointban felolvasott szonettje. A lírai én szabadságra ment, helyette az irónia ügyelt a házra, mint egy szabadon garázdálkodó szinesztézia, a sorok úgy csúsztak egymás után, de nem baj, mert fantázialisztből még van bőven a kamrában. A verscsattanó megérkezik, de rossz lakásba csenget, a szöveg nem táncol, inkább csak billeg, a hasonlatok egymásnak feszülnek, egy IKEA-bútor leírásából próbálnak szabadulni a rímek, a vers ihlete úgy jött, mint egy postás, mely mindig kétszer csönget, miközben a hasonlat egy próbafülkében rekedt, a versszakok lógnak a sorok végén mint elázott zoknik, mik sosem száradnak meg. A szókép annyira túlbonyolította magát, azóta egy nyelvtani tanácsadóhoz terápiára jár, egy beragadt metaforadobban nem bírta leállítani az abszurd centrifugát, mint egy kikapcsolt mikrofon egy slam poetry estén, válasz nélkül állt, pedig a lírai önreflexió bekapcsolta a kreatív vízforralóját. A sorvégek közös nyílt levelet küldve fellázadtak, elegük volt a csattanókból, saját identitást akartak. A rímstruktúra elaludt a mondatok végén, és horkolva ismételte a szótagokat, az allegória önmagát próbálta magyarázni, de három hasonlat után már a metafora rehabra rohant. De te csak dőlj hátra, hogy a képeket élvezettel kanalazd, és hagyd, hogy a kreatív kanapéd nyikorogjon alattad. A ritmus átváltott szabadversbe, de még mindig karmestert keres, a stilisztikai konferenciáról biztonsági őrök vezették le, mert a szóképe túl kreatív lett. Mint egy elhasznált pódium, úgy dőlt össze a vers szerkezete, látványosan, recsegve, kifáradva írt ezután táppénzes verseket egy újrahasznosított papírfecnire. Hátuljáról tör elő az ihlet, mint egy eldobott bevásárlólista, mely a májpástétomot elfelejtette, míg az alliterációk egymással viaskodtak. Azóta is K-betűs káromkodásban veszekednek, és saját magukat idézik poszmodern grimaszt vágva a tükörképüknek. A verstéma passzív-agresszíven néz a sorok közt megsértődve, mert hogy a főcím nem ő lett, azóta is képeslapokat küld szinesztéziából egy használaton kívüli alcímbe, mert inkább nyaralni ment. A befejezés a vers végére nem érkezett meg, most egy láthatatlan irodalomtanár keresi egy eltévedt lábjegyzetében. Játssz a nyelvvel, légy az író, olvasó, a szerző és a díjátadóbizottság, tedd hozzá az iróniakeverőd, mint egy képzavarszakács. Az sem baj, ha hangzásra olyan, melyet egy csöpögő csap ihletett, vagy mint egy posztmodern versgyűjtemény (vagy hiányzik belőlük az utolsó csavar: a poén) melyet egy forró vasaló poénrétegre égetett. Mikor lángra lobban a metaforatálcád, az abszurd képek frissen szervírozva jöhetnek. De ki szatírában főz, az viccekben tereget, a metaforagyár szalagján bizony képzavar is felléphet, sántító alliterációival nyelvi lasagnává keveredhet, majd ha elfelejtetted kivenni a sütőből, meg is szenesedhet. Vagy mint amikor fél pár rím és egy túlfűtött metafora összeházasodik a mikrohullámú sütőben, a végeredmény olyan lesz. De ahogy egy igazi posztpoétikai eposzhoz illik, hagyd a versed kiforrni, buggyanni, fortyogni, majd állj elé izzó képzavartányéroddal és kritikai szalvétával, mikor a háztartási irodalom új alfája megszületik a kanálcsaták románcával. Lekváros képek, vajas metaforák, mind képzavaromban sültek de ha a mosolyod ettől sem rezdült meg, visszavonulok a szinonimatányéromhoz becsokizni, mindent, mit itt sorra kifőztem. (Talán nem kell kétszer megemésztenem) És ha így végére beletolatott a nyelvtani bokorba, mert nem ért célba a gondolatmenet, én visszavonulok - nem megsértődve, ha eddig egy mosoly sem született, mert a lekváros mondatok csak a kenyérhéjak szegletében zizegtek, ha nem nevettél, sebaj, néha a kigyúrt kelt tészta is sülve összemehet. Ha bármikor kedvet kapsz egy kis nyelvi agyraguhoz vagy egy csattanós szóviccgulyáshoz, rögtön öltözz be köténybe, süsd meg akár a mikrohullámú sütődben sült alliterált metaforás sütid, és rakj rá egy málnaszelét, mert jól mutat, na, meg ha a rímképlet is sántít, nem baj, ha paleolit, vagy ha a sütőben akár örökre bent ragad, mert még túl forrón vennéd ki, hiszen az alaplé vagy egy nevetés közben megzavart... Tudod, a ritmusok, képek áramlása pont olyan, mintha egy agyi konyhamalacba öntöttél volna iróniát, szókép port, irodalmi porszívót és egy tegnap otthagyott metaforát, ne érdekeljen, más mit mond, ha a te ütemedre kattogva lett összedarált, ha úgy érzed, az lett a legízletesebb befejezés, mit valaha írtál, és ha olyan, mint amikor egy kicsit megégett, de annál karakteresebb kalácsszél alól előbújik a diógrillázs, vagy picit kilóg érzésre, mert hosszúra nyúlt benne a textúra, illat, csattanás, pörgesd tovább a háztartás műfaj humor turbómotorját, epikusabb, mint egy metaforaszivárványra hajtó mosógép ötödik fokozaton, ha van még hely a serpenyődben, lökj hozzá még szóképes szalonnát, meg poén-granulátumot, irodalmi légpárnás járműved lesz, ha ezeket mind beledolgozod, bármi is süljön ki belőle, én emelem előtted kalapom.",https://poet.hu/vers/391897
poz,Pődör György,Tó partján,"Zöld mezőben kicsi tó, hangulata csitító. Füves partján virágok színezik a világot. Szép szirmukra lepke száll, mézre szomjas nyelve már. Megy a tavasz jön a nyár, Nap is ravasz, körbe jár. El-el bújik felhőben, forrót lehel szellőben. Aludni tér: - hova hát? Csillag tudja, odalát.",https://poet.hu/vers/391563
OFF,Sólyom Gábor,Ki kivel van és miért?,A holló mesélte Hogy a farkas letépte Majd a rókának adta Ki a medvénél hagyta De mikor lelépett A borz pont belépett Látta az egészet És hívta a menyétet A menyét a sünnel Túl hirtelen tűnt el Egy vasárnap este Még látta a fecske Amint egy fa alatt A pocokra ugranak S miközben elverik A hermelint éltetik A sün persze tudta A menyét hova dugta Szólt is a nyúlnak Hogy mindent lenyúlnak És a vakondra fogják Mert róla tudják Hogy annyira más Hisz mindent elás De közben a menyét Szintén nem henyélt Csörgette a struccot Hogy vigye el a cuccot Ha lehet jó messze De ügyeljen a nyestre Mert bár nem látszik Mindig nagyban játszik Távolabb az ürge Ledőlt a fűre Viszketett a marka Mikor rászólt a szarka Hiába vársz a bérre A nyest le van égve A léből nem lesz semmi A történet ennyi.,https://poet.hu/vers/391545
poz,jank,Vakáció,"Harsány színekkel mosolyog a nyár, szellő szárnyaival integet: ""Jöjj hát, komám, tied a világ, barangolj erdőn, füves réteken."" Neked kürtöl a vonat kacagva, a tópart is csak reád nevet. Rád mosolyog a pattogó labda, a sok gyümölcs mind néked terem. Halihó! Vár rád ezer vidám kaland, a vakáció szép, derűs hetei. A sok vidám cimbora lankadatlan jókedve gondodat elfeledteti. Mióta vártad már epedve, hogy átöleljen a forró napsugár. Lested a naptárt, s most repesve kiáltod: Itt a nyár, végre itt a nyár! Egy időre a némuló sulit itt hagyod. De emléke talán veled marad. Öröm, küzdelem, móka, barátok nem tűnnek tova nyomtalan. Harsány színekkel mosolyog a nyár, szellő szárnyaival integet. Egy darabig most nem hív iskolád, de visszavár, vár rád, mert szeret.",https://poet.hu/vers/391536
poz,Szuda Melinda,Kakas Ferkó és a szelfi,"Előzmény: Kakas Pityu Kakas Ferkó nagyon szép kakas volt, egész nap a tükörben magát nézte, csodaszép volt a tolla - De szép is vagyok! - Mindig azt mondta. Aztán egyszer kapott egy telefont, hű, ekkor nagyon boldog volt, csinált magáról sok-sok szelfit, ami mindenkinek tetszik. Kakas Ferkó nagyon sikeres lett, sok barátot szerzett, felmentek az internetre, fácán Peti volt a legjobb barátja, azóta a szelfiket vele csinálja!",https://poet.hu/vers/391484
OFF,Ibolya Lakatosné Bungó,Vizsga után (morzsák),"Fergeteges hangulatba`, Betértünk a kiskocsmába. Tölgyes tanszék lett a neve, A hallgatók kedvenc helye. Folyt a ""Pepsi"" és a sok szó, Mindig volt igazságosztó. Vizsgaélmény, diák szava, Sok-sok színes változata. Mert mindenki másképp látta, Csiszolódtunk egy hullámra. - Átmentem egy rossz kettessel, Nem lettem okosabb semmivel. - Megadta az egyest mára, Visszatérek randevúra. - Azt sem tudom, mit kérdezett, Tudatomig nem érkezett. - Beírta, hogy ""elég"", és aztán kérdezett, Torkomra innentől egy szó sem érkezett. Mégis ""séges"" lett a vége, A Tanár Úr örömére! - Öt fogalom nem nagy dolog, A témában el is mondod. ""ISMERET"" volt ismeretlen, Kezem gyorsan a kilincsen. - Nem tetszett az új frizurám, Meghökkenve mutat reám. Rendezetten kíván látni, Akkor fogunk szóba állni. - Bármit mondtam a témában, Egyiknek sem örült jobban. Felhívta a figyelmemet, Olvasgassam a könyvemet! - Velem póttételt húzatott, Lelkemben mély nyomot hagyott. - Nincsen index, nincsen jegy sem, Kiborultam, hazamentem! Szemelgettünk, cseverésztünk, Záróráig mesélgettünk. Lelket öntöttünk egymásba, Vártunk egy szebb virradásra!",https://poet.hu/vers/391219
poz,Gy. T.,Tíz perc,"Tíz percig zöldben láttam a napot, Szépsége szemembe ragyogott. Mosolygott. Mosolyogtam. Tíz percig zöld erdőbe fújt a szél, Ajkáról a röpke csend beszélt. Hallgatott. Hallgattam. Tíz percig szabadon járkálgatott, Ismeretlen érzet áramlott. Lépett. Léptem. Tíz percig elengedte gondolatait, Kinyitotta megkötözött szárnyait. Elrepült. Elrepültem.",https://poet.hu/vers/391195
poz,Kiss Virág Liwet,Napsugár,"A város szélén, ahol a nap fénye szelíden csillan, lágyan suttog a szél egy édes dalt, mit sosem feledtem. Keleten már ott ragyog a hajnal, mint vásznon az olaj, a pillanatban együtt repül a lelkünk ihletetten. A szívem, mint egy zöldellő térkép, új utakat keres, a titok, amit csak Te tudsz, minden sorban, minden versben. Szerelmem vagy, színes mozaik, mit az élet összerak, és én úgy érzem, hogy szavaid színek a rózsakertben. A pillanat hozzád ér, ahogyan szavam veled marad, mint egy fényes csillag, megvilágítod nehéz utamat, mert a szerelmem vagy, dallamom és a szívverésem, ahogy a költők, versben írom neked a napsugarat.",https://poet.hu/vers/390884
poz,Voodoo,Veled édes,"Odakint... esik megint, a bőrömön érzem az esőcseppek ritmusát, fekete-fehér, mozdul a kéz s a száj, veled édes a csend, nélküled fáj! Ma éjjel... felhők mögött ül a Hold, a sötétben szinte fuldoklik a táj, árnyak lesnek rám minden sarokból, a házba csalta őket a félhomály. Ráadásul álmom is cserben hagyott, s ha ez sem elég, jéghideg az ágy, pedig közben újra erőre kapott, s vígan lobog kandallómban a láng. Elvarázsol, mint máskor, ha felragyog, de már minden gondolatom messze jár, álmomban egy perc alatt nálad vagyok, akkor is, ha ködbe vész a láthatár. A zene mindig segít, csak pár akkord, néhány hang, ami lágyan tovaszáll, és máris velem vagy, hogy velem dalold legszebb dalom, szerelmünk himnuszát. Odakint... esik megint, de idebent... nem az eső áztatja el a kottám... Összefolynak rajta a hangjegyek, de azért nyitva hagyom a zongorán, míg alszom, magától játszik tovább... Hiányod könnyével alszom el, ám reggelenként mosolyogva ébredek, ha rád gondolok, menekül a magány. Látod, máris hogy csillog a szemem, ma még az ég is velem sír talán, érzem a bőrömön az esőcseppeket, ahogy koppannak a szobám ablakán. Szomorú dallam egy bús éj hajnalán... Sokan nem értik a férfikönnyeket, legtöbben tagadjátok, ha rákérdezek, persze, te is sírsz, ahol senki se lát... Ezek amúgy is boldogságkönnyek, már rég begyógyultak a sebek szívem falán. A holnapom vagy, új jövő, s új világ, szerelmünk magjából kihajtott virág! Én fekete pillangóként repkedek, aki éppen hófehér szirmára száll... Ez jár az eszemben, s bármit teszek, úgy tűnik, átvirrasztom ezt az éjszakát... Játszom hajnalig, vagy akár még tovább, sosem unom meg szerelmünk dalát, fekete, fehér, mozdul a kéz s a száj, veled édes a csend, nélküled fáj!",https://poet.hu/vers/390857
OFF,Majszterics Vanessza.,"Most, amit érzek","Már minden halott körülöttem, És én mégis várlak. Beléd öltöttem ezeregy árnyat, Kérlek, keress meg, és beszélj velem, Nélküled üres a hetem. Sóvárog utánad keserves szívem, S mikor itt vagy, már nem is emlékszem. Nem emlékszem a gyötrelmek ízére S lelkem lelketlenségére, Miért van az, hogy minden elcsesződik, S miért van az, hogy ez az egész megőrjít. Akarlak, de nagyon és semennyire, Mert ha itt lennél velem, talán nem menne ennyire. De, oh, Istenem, ha itt lenne, talán működne is, S addig lennénk egymás végzetei, míg el nem veszik. Bár ugyan képtelenség, hogy elvesszen a gyönyörű képlet, Mert téged nekem, s nekem téged Így szántak egymásnak a földi lények.",https://poet.hu/vers/390747
poz,Takács László (Taki),Pálinkadal,"Pálinkára felesküdve Tiéd lehet feles üdve, A gyümölcs esszenciája Lepárolva a flaskába. Vár a nemes Hungarikum, Barack, szilva és unikum, Igaz, ez utóbbi likőr, Az is éget, több hát, mi köll. S mikor fekszel már kiütve, Ész és gátlás ment a füstbe`, Nem kell gondolkodni többet, Nincs is mivel, agyad töppedt. Persze, lehet kulturáltan... Edzésbe` vagy? Igyál bátran! Nem lesz tőle semmi bajod, Gyakorolta már a fajod. ...de ha olyan vagy, mint én, Oly gyakorlatlan, Maradj meg egy gyűszűnél A gyakorlatban! ...és most, ha van kedvetek, énekeljétek velem az Illés Együttes: Az utcán dallamára! Pálinkára felesküdve Tiéd lehet feles üdve, A gyümölcs esszenciája Lepárolva a flaskába jó... Így áll ez Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, jó... Vár a nemes Hungarikum, Barack, szilva és unikum, Igaz, ez utóbbi likőr, Az is éget, több hát, mi köll még... Így áll ez Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, még... S mikor fekszel már kiütve, Ész és gátlás ment a füstbe`, Nem kell gondolkodni többet, Nincs is mivel, agyad töppedt már... Így áll ez Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, már... Persze, lehet kulturáltan, S ha edzésbe` vagy igyál bátran, Nem lesz tőle semmi bajod, Gyakorolta már a fajod rég... Így áll ez Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, de Pali gyerek, Pali, de Pali, de Pali, Pali gyerek, rég... Kinőtt téged már a bölcsi, Italod sem édes tejcsi, Mondd: Nem vagyok Pali gyerek, Mostantól Pál inkább leszek én... Igyál hát Pali, de Pali, de Pali, te fenegyerek, Pali, de Pali, de Pali, te fenegyerek, Pali, de Pali, de Pali, te fenegyerek, rég...",https://poet.hu/vers/390381
OFF,Zanner Anikó,Elsuhant ihlet,"Elhagyott az ihlet, elment jó messze, elsuhant szellő szárnyán valamerre. Érzem, hogy valamiről kellene írni, de a szavak kuszák, velük nem bírni. Írnék, de még a rímek is megszöktek, nem tudni, vajon merre rejtőzködnek. Kezem a billentyűzeten, gondolkodom, de a gondolat is elszállt: így hagyom, mert akárhogyan igyekszem, ebből már vers nem lesz: repülj hát, vár a lomtár. Amikor újra visszatérsz hozzám, ihlet, majd pörögnek a szavak, a szép rímek. Akkor már fogom tudni, miről is írjak, a szóvirágok is könnyedén kinyílnak.",https://poet.hu/vers/390215
poz,Voodoo,Szíveddel dobban,"Minden versed kotta, hullámzó dallam, amitől sötét egem lángra lobban, hallom szívdobbanásod, lüktet lassan, mintha itt tartanálak a karomban. Lejátszom újra és újra, hogy halljam, ott lebeg halkan mindegyik dalomban, játszom napfényben, esőben és fagyban, szívem szíveddel dobban mellkasomban. Távol vagy, de sohasem hagysz egyedül, a széllel üzensz, most is épp hegedül, veled alszik el, s veled ébred a fény. Zenémben, nem titok, ott él a remény, néha elkerül, de mindig visszatér... Leül melléd, rád mosolyog, s elrepül...",https://poet.hu/vers/389955
OFF,Bera Irén,Mi lenne?,"Kíváncsiság kifúrja az oldalamat. Vajon mi lenne, átfesteném hajamat? Ha váltok sötétre, mondjuk feketére. Lehet, hogy én lennék a gyerekek réme. Vagy hatalmasra hízok, mint egy luftballon. S szünet nélkül ennék, egyszer szétpukkadok. Nem tudnám felvenni a farmernadrágomat, Mivel takarnám be lógó, hájas hasamat? Nadrág, ha be nem érne, az világ vége... Akkor velem többet senki nem beszélne? Vajon mindenki elkerülne? Fejem felett csak felhő gyűlne? Nap engem velük kikacagna? A szívem talán megszakadna... Fekete hajú, kövér banya, Magányában unatkozna. Folyton azért siránkozna, Régi énjét kapja vissza.",https://poet.hu/vers/389646
OFF,Várady Endre,Két eset lehetséges,"Vagy az Úr teremtett meg minket, vagy mi teremtettük meg őt magunknak. A második esetben a mindenható kegyelmezzen nekünk!",https://poet.hu/vers/389544
OFF,Csirke Zoltán,"Alulról, és befelé","Felelősen úgy döntöttem, székletemet tesztelem, ám miután postán hagytam, kakimintám elveszett. Módosítva projektemen, időpontot foglaltam, prevenciós programomat rendelésen folytattam. Odaadtam az alfelem, tükrözzék meg a belem, levegőt is fújtak hozzá, lufi lettem hirtelen. Simább legyen a hatolás vazelinnel bekentek, kloákámból huncut hangok önkéntelen repkedtek. Akadozott bennem a cső, néha megtört az útja, másfél méter bújás során gondoltam már az Úrra. Hempergettek jobbról balra, helyezgették testemet, jódolgomban monitoron mélymagammal szemeztem. Csillapított gyönyört, szépet e fent leírt jelenet, de nyugtató az eredmény, polip, rák még nincs velem. Következik dülmirigyem, noha nem vagyok tata, hadd működjön (jó méretben) száz évig a prosztata. Fontos dolog a vizsgálat, míg ad időt Teremtőm, lépéselőny, mint a sakkban: stratégiám így nyerőbb.",https://poet.hu/vers/389151
poz,Termeczky Balázs,Mosolygás ereje,"Mosolygás egy olyan dolog, Mely szájjal simogatjuk Más lelkét, mely olyan, Mint a virág kinyílik a réten, Mely szépséget hoz, és boldogságot teremt. Boldognak lenni, másokkal Nem foglalkozva, csak élvezve A pillanat varázsát, mely körülvesz, Minden mosoly egy új kezdet, egy új lehetőség. Mert a mosoly ereje, mint a napfény, Mely felmelegíti a szíveket, és elűzi a felhőket, Egy egyszerű gesztus, de hatalmas ajándék, Mely összeköti a lelkeket, és boldogságot teremt. Mosolygás egy olyan dolog, Mely szavak nélkül is beszél, Egy híd, mi összeköt minket, S a világot szebbé teszi, ha együtt nevetünk. Mikor megsimogatja a szél a testemet Egy forró nyári napon, olyan, mint Ha simogatná lelkemet selymesen, Mely mosolyt csal arcomra. Este csillagokat nézve, Mely csillagok egy mosolygós Arcot mutatva állnak, mely Családomra emlékeztet.",https://poet.hu/vers/389077
poz,Tárnok Attila,A mosoly,"Életkedv, a lélek derűje, Az arcon megjelenő napfény. A szépség viruló virága, Nyugalmat sugárzó rejtély. Békességet ígérő mámor, Életet köszöntő ragyogás. Szelídség átható hatalma, Jókedvet elérő állomás. Az érzések igazi tükre, Belső rend mélyről feltörése. Baráti, biztató simítás, A másik szív gyengéd érintése. Arcon jelzett elégedettség, Egyensúlyban szív és lélek. Várható, eljövő kedvesség, Békejobbot nyújtó ígéret. A lélek humorszivárványa, Bizalmat segítő rajzolat. A ráncok simító eszköze, Szépíti a vidám arcokat. Átadott ingyenes ajándék, A szemek fénylő könnyedsége. Sokszor legyen arcodon mosoly, Derűs szeretet, belső béke...",https://poet.hu/vers/389007
OFF,Várady Endre,Meddig lesz téma?,"Tudom, hogy egyszer majd kiírok magamból mindent: temetést, vitákat, bakikat, lagzit. Aztán elhallgatok. Kivéve, ha meg nem ""fog"" valami addig.",https://poet.hu/vers/388977
poz,Pődör György,Szent György napján,"Jelzi a naptár: ma van névnapom, hát jókedvemet magamra kapom. Nehogy megbánjam, rám szól azonnal, csodát ne várjam, nem lesz halommal. Mosoly a hajnal, fenn a Nap már, félre a bajjal, sok panaszt hagyd már! Madarak torka reggel csupa húr, ne essen csorba, legyél trubadúr! Öleld magadhoz szemed míg ellát, légy hű magadhoz meg aki ellát! Nagy ez a világ, kis pont vagy benne, mindig nő virág, hiába szennye. Bölcsen néz égre, bársony a szirma, bólint a kékre, abba van írva: Kincs minden élet, teremtő láza, virágként éled, lelked a váza!",https://poet.hu/vers/388898
poz,Nagy Emőke,"""Hej tulipán, tulipán""","Száll a dallam lelkemben, emlékkép egy kis kék zongorával, játék volt, múltat idéz. A mostani kép, maga a hangulat. A szeretetharmónia, a várakozás, ahogy láttam, készülnek a csodatulipánok mézeskalácsból. Gondos kezek alkották, szemnek olyan kedves. Kettőszáz megformált szív gondolat, egyetlen közös alkotásban.",https://poet.hu/vers/388695
poz,Turgonyi Balázs,Baráti szonett,"Napkelet felől érkező szellő sodorja magával a nap különleges illatát; mintha más lennél? Tán így is van; új éved kezdete ez. Indulj hát, mosolyod tárd szélesre, hadd mosolyogjon rád vissza az élet! Az öröm járja ma át lelked; ajándékjaidért ajándékod ez legyen a világnak! Két évtized áll már mögötted, s hol még az út vége? Egy barát hív, int magához, ölel, mosollyal köszöntve, s kíván még hússzor ennyi boldog évet. Amor palástja borítsa hát rád kívánságaid minden valóját!",https://poet.hu/vers/388275
OFF,Pete Margit,A felhőcske álma,"Van, hogy mellkasomra ül a maró fájdalom. Nem hívom - csak jön, s én csendben fogadom. Kedves vendég Ő is: szívemet elé tárom, suttoghatja búját-baját - én hallgatom. Van, hogy mellkasomban dúdol az öröm. Kitár minden ablakot, táncol, könnyedén pörög. Kedves vendég Ő is: lelkemet átadom, kacaghatja dalát - én hallgatom. Kitombolták magukat, csendben elvonulnak. Még viszlátot sem mondanak.",https://poet.hu/vers/388257
OFF,Tóth Tünde,A tavasz / nyár árnyoldalai (mert ilyen is van),"Tavaszillat pollenszárnyon, allergia? Úgy utálom. Esőből is megárt a sok, esik annyi, néha már sokk. Lehetsz bármily leleményes, ha úszik a veteményes. Leesik egy havi átlag, ültet újra majd a bánat. Rovarrajzás, kullancsszerzés, milyen jó a csaláncsípés. Nyári hőség, izzadsz hájból, ha nem, majd megfázástól. Hűs árnyékban szúnyog táncol, kikergetnéd a világból. Átmeneti időjárás, napsütés vagy pokoljárás. Nappal izzadsz, reggel fázhatsz, viheted a ruhatárad. Takarítás, kertművelés, fájó derék, mi kéne még? Kutyapiszok cipőtalpra, pont az a jó puhafajta. Napszúrástól hány` ingerel, fűnyírózaj felingerel. Macska nyávog, kutya ugat, feledteti gondjaidat. Milyen jó a zajló élet, senkivel sem nem cserélek.",https://poet.hu/vers/388187
neg,Sonorous,Az én Színházam,"Az én színházamban összedőlt már Az összes díszlet. A színpadon állok, közönség nélkül, Ahogy az összes lámpa elsötétül, Meghajolok, a maszkot leveszem, Hiszen mögötte sincs már egyebem, Mint egy színtelen, szürke maszat. Az én városomban szürke minden, S én arc és név nélkül sétálhatok, Hang nélkül a semmibe kiálthatok. Ismeritek őt? Hogyan? Kicsodát? Még sosem láttuk. Hát nem ismeritek A névtelenség fővárosát? Pedig az enyém, Én itt lakom. Ez az én városom, az én Színházam, az én élettelen létem. Itt minden szabály az én törvényem... Itt békében élhetek, amíg meg nem halok, Nem kísért a sok meg nem vívott harcom. Senki nem ismer, nem lát, Nem ismeri fel a lábnyomaim porát. És sírhatok, hangosan vagy csendesen, Sosem volt még ilyen emberi az embertelen.",https://poet.hu/vers/394080
neg,Békássy Balázs,Kaszál a sárkány,"Előzmény: Védtelen űrkutyák Örvény zavarja a levegőt, mi csapkod a szárnyaival? Keresgél a lény, de az orrában nincsen gőz. Pózna fogja a derekát, meglökték? Mintha megütötték volna. Elhajol a rúdja és fájlalja a fogait. Öltönybe bújt pap kap a levegőbe, de megy is valamire azzal a feszítővassal? Compó állkapcsát vonja kérdőre, az ellenség már a lengőajtón belül van. Árnyék fésüli a rémült s lélegzetét számláló anya haját, egy másik kismama odakint szellemként; babakocsit tol. A szemét eltakarják, Ő is bejönne inkább? Sötét a folyosó, de talán nem hörögnek a falak. A tűz odakint szórja vörös villámait, az ajtót zárjuk be! A torlasz álljon fel, mert ide nem lát be. A csapóajtó ereszkedjen fel, mindenhová nem követi az embert a hosszú kar kaparó vége. Óvatosan néz ki a két asszony az immár bealkonyult felszínre. A gyermekek csendben néznek, nézelődik a beton tükröződő tenyere.",https://poet.hu/vers/394076
neg,Fazekas Levente Áron,Négysoros,Csaholó levegővel törik be a tél. Az ég alá menekült a nap. Görnyed a piciny lámpafény. Magányos függöny libbent egy kadisát.,https://poet.hu/vers/394019
neg,Papp Ádám,Tudat alatt,"Különös, néma éjszaka ez. Csend zakatol itt, meddig belátsz A mélázó agynak zsebébe. Zakatol és soha meg nem áll Egy röpke nyugodt pillanatra. Csak rohan a végzetbe sután. Fogaskerekei csak lassan, Hangtalan kattogva őrölnek Porrá. Lelket s téged. Csak lágyan. Hisz folyton pusztít, tép, s megzavar, Megbújó gonosz tanácsadó. Csendes gépezet, mi felkavar. Eléd tár sok száz elzárt sebet, S kés módjára újakat fakaszt Fájdalomból, mi benned veszett. Díszítve ezt kínnal és vérrel, Nagyítva s lelkedbe tűt döfve. S feledsz valóságot, életet. S tudatlan állsz a szakadék szélén, Egyedül, belül zakatoló Démonaiddal. Már elvesztél.",https://poet.hu/vers/393845
neg,Szanyi Bence,Félelem,"Félelem? Elveszve, ténferegve hívogat az ég velem. Félelem? Élni, de csak óvatosan, íratlan szabályok börtönébe zárva. Valódi énünket csak soha, senki meg ne lássa. Ki voltam? Ki vagyok? Értelmetlen tűnődni. Nyelni egy nagyot, s el nem követett hibák miatt bűnhődni. Úgy tűnhet, az út végtelen, mégis feleszmélsz, és véget ér. Ne hagyd hát, hogy győzzön a félelem.",https://poet.hu/vers/393783
neg,Horváth Richárd (A Lélek Bohóca),"Nézd, mosolygok","Ismét zuhanok, Mint már oly sokszor. Ja, nem! Jól vagyok. Hisz nézd, mosolygok. Nem is tudom igazán, Mi az, mitől félek. De lassan felemészt, S egyedül semmit nem érek. Sírni támad kedvem, De nem tudok. Mikor harcolnom kéne, Én elfutok. Már nincs elég erőm Se szívben, se kézben. Egyre jobban elfáradok, S fakul a reményem. És ismét zuhanok, Mint már oly sokszor. Ja, nem! Jól vagyok. Hisz nézd, mosolygok.",https://poet.hu/vers/393719
