tipus,szerzo,cim,vers,link
poz,Náray Koppány Titusz,Seherezádé,"Sóval szórják A bizalmasság egykori mezejét, Hazugságokkal dagasztják A Duna keblét. Ujjaimból fontam kosarat, És gerincemből neked ágyat. Ebben hordtam a szavakat, És pihentettem minden vágyat. Hamuval takartam homlokodat, Bordáimból létrát faragtam. Megmásztam vele a csillagokat, Onnan a szívem eldobtam. És még amikor kegyetlen voltál hozzám, Akkor is szépnek láttalak. - Akkor és most, Most és örökké - És éjszakáról éjszakára Szerelmesebb lettem beléd.",https://poet.hu/vers/384723
poz,Mahler-Fürj Katalin,Végre már,"Öleld belőlem Ki az égő fájdalmakat, Legyek könnyű, mint libbenő Fátylon az ősi, de új erő, Mely őrzi hűséges szavad! Öleld belőlem Ki az édes megbocsájtást, Mi zengve dobban ott a mélyben, S mit elő kell hozni szépen, Mint szoborból az eres márványt! Öleld belőlem Ki a régi bűneimet, Hogy a szivárvány hét színének Gyöngye repüljön, mint egy ének, S száz halált haljanak a tövisek. Öleld belőlük Ki, bocsássanak meg nekem, Bár okoztam nekik kínokat, Hullasd le a sötét szirmokat Róluk örökre Istenem! Öleld végre már Ki a feltétlen szeretetet Mindenkiből, hogy éljenek Érted, általad, veled, Benned, akár egy kisgyerek!",https://poet.hu/vers/384572
poz,Szalkai Orsolya,Empátia,"Tarka belső valóddal színtelenül oldódsz fel bennem. Szétkenődve mosódunk össze, kétség egy csepp sem, engedem. Színeid felfogom, talán szív alakú kendőbe mentem. Kendőzetlen színvallás ez - merted, öntötted, mertem. Mint ismerős minta, úgy simulsz az ismeretlenbe. Gépiesen ismétlődsz, mégis, mintha megismételhetetlenül lennél emberi egyszerre.",https://poet.hu/vers/384373
poz,Magyar Magdolna,Világ,"Repedező, nagy bástyák, Közepesek és kicsik is így mállnak, Mindent elborít a törmelék, már Téboly a világban! Mérhetetlen véráldozattal A gyilkos bolondság kifogyhatatlan, Már elfogytak kérdéseim, Választ se várok, Érzem, Istenünk útja az egyetlen megoldás. Ő hatalommal bír, bölcsességgel, Igazsággal, egyszerűséggel, Végtelen szeretettel. Uram, jöjjön el a Te országod!",https://poet.hu/vers/384244
poz,Lénárt Anna,"Volt, hogy...","Voltam már vesztes, de legyőzött nem, volt, hogy sírtam, volt, hogy kacagtam, volt, hogy csak álltam, volt, hogy táncoltam, volt, hogy a dühtől csak ordítottam, a boldogságom halkan suttogtam, voltam már lenn, sőt annál is lejjebb, mindig felálltam, megráztam magam, a könnyeimet már letöröltem, a fájdalomból erőt merítettem, lelkem megtisztult, újra bízni tud.",https://poet.hu/vers/384178
poz,Süle Laura Rebeka,Bizalom,"Volt egyszer egy kismadár, Ki egy nap az ablakomon beszállt. Azóta a madár csakis az enyém. S egy kalitkába zártam én. Jó dolga van a kismadárnak. Elvan ő a kalitkában. Én etetem, itatom, Ő meg dalol folyton. Szeretjük egymást a madárral, Ismerjük egymást a madárral, És mivel tudom, úgysem szökne el, Egy nap úgy döntöttem, kiengedem. Kiengedtem a ketrecből, Ő pedig oly gyorsan kirepült. Én meg azt hittem, megvan bennünk az, Ami nem más, mint a Bizalom.",https://poet.hu/vers/383985
poz,Bíró Teréz-Zsuzsanna,Forró tánc,"Döcögve indult a táncunk, Pont, mint a szerelmi láncunk. Évekig nem láttuk egymást, Most kezdtük a közös táncolást. Ahogy pördül a nagy szoknya, Nőtt szerelmünk még nagyobbra. Szép lábakon botorkálok, Igaz párra így találok. Ahogy hónapok múltak el, Úgy emelsz kék szemeddel fel. Pár hét alatt lett a siker, De gyorsan tanul, aki mer. Most itt állunk... egymás mellett... Kezem a kezedben rejlett... Szívünk hevesebben dobban... Szerelmünk újra lángra lobban... Pislog a tömeg a látványtól, Csodát vár a sok tündérlánytól. Hosszú, fehér ruha takar be, Alatta állok remegve... Íme, az első közös tánc, Lassan alakul a zománc... Most érzem forró testedet, Izgulásod jól leplezett. Forog velünk a világ, Lelkünk egymás szívébe lát. Mosolyod most is hódító, Csókod olyan ámító. Jövőre is így táncolunk? Vajon hogy boldogulunk? Milyen lesz a közös jövőnk? Lesz végtelen erre szánt időnk?",https://poet.hu/vers/383974
poz,Sailor,értékek az avaron,ezer kiáltás a szélben meztelen lelkek zöreje hiába kapaszkodnak zsibbadt kezekkel önzésük súlya könyörtelen sok csodában csalódott élet a panaszok üszkös vermébe esett hószínű fellegek takarják a napot a múltból hozott fényes pillanatok törékeny reményén a feledés tapos értéket roncsol az avaron de a kopasz fák alatt az ázott izzadságba mártott színét vesztett lét még ott topog a kételyek nem tudták róla lekaparni az újjászületés titkát a csillagillatot,https://poet.hu/vers/383966
poz,Lukács Mária,A mibenlét titka,Szívmelengető látvány egy születés ki magot vet annak van remény szőke kis copfos lány voltam nem féltem barna szemeim mindig nagy keresésben láttam csillagokat a távoli égen ábrándozva néztem őket nyaranta a Hold besütött az ablakon ezüst ruhája alatt titokban álmát aludta de őrizte a Földet az évszakokat az embereket legjavát adta a Napnak testvérek bizalmasok egymás közt részük van a teremtésben megálmodta Isten ezt az egészet karnyújtásra a jövő minden boldog perce most van ha hiszed nem csak álom a földi lét keményen kell dolgozni helytállni a mibenlét kulcsa hogy elfogadod tükre vagy te is a világnak csillag fényed beragyogja a végtelent tisztásokon és réteken erdők ölén millió rejtély patakok zúgnak hogy meddig érnek kihez futnak Isten a tudója életünk egy forma millió csillagfiú csillaglány anya apa ég és föld között lesz létra miért ha az angyalok szólítanak lesz hova,https://poet.hu/vers/383947
poz,Morrancs,Még ne!,Még ne tépd le szárnyaim ha törött tollaim fésülik a szelet Még ne lökj ki a fészekből ha álmaimmal festem színesre az eget Még ne emelj az égbe ha uszonyom végén játszanak a cseppek Még ne tarts a fénybe ha fekete bársonyról a por lepereg De kérlek te fogd le a szemem ha reménytelen bűn uralja minden sejtemet,https://poet.hu/vers/383882
poz,Hecz János Sándor,Egy gyermek,"Mondd, bácsi, az ember tud az űrben járni? Kérdezte a téren egy aprócska ember. És vajon, hogy képes odáig felszállni? Válaszoltam volna, de ő máris elment. Másnap azt kérdezte, hány ház van a Marson, és a Földnek kitől lett ő a testvére? Tudom jól, hogy választ kellett volna adnom, de már tamburinon ugrált a kedvére. Később hozzám így szólt, mért fénylik a Vénusz? Ő talán legnagyobb csillag fenn az égen? Betakarózni Nap a felhőkbe mért tud? Ám tovább is szaladt, utol sosem érem. Igaz, válaszolni úgy sem tudtam volna. Hiszen nem vagyok én tanár, pedagógus. Ő vidám volt, hiszen egy felnőtthöz szólhat. Kell a tapasztalat, amíg lehet, rólunk.",https://poet.hu/vers/383821
poz,Schneider Sim,Egy csillag meséje,"Megannyi csillag ragyog fent az égen, Melyeknek fényét a szeretet tartja épen. Az én történetem is egy olyan csillagról szól, Mely kész arra, hogy a földre szállingózzon. Ez a kicsinyke csillag nagyon különleges ám, Hiszen egész életében egy nagy utazásra vár. S ezen picinyke lénynek nagyon fontos feladata, Hogy szálakat szőjön, amennyit csak bír a karja. Ezek a szálak a Földön fontosak nagyon, Hisz ezek jelentik számára a biztonságot. Minél több szálat tud biztos helyre kötni, Annál fényesebben fog a fénye tündökölni. Viszont, ha nincs hova adni bizodalmát, Úgy elveszítheti fényének a nagyját. Nagy veszély tehát a Földre térni, De bátor a kis csillagunk, tudja, hogy megéri. Tudja, hogyha biztonságba érkezik, Akkor fénye egy emberi lélek magját fogja képezni. Éppen ezért szövögeti a szálait és reméli, Hogy a Földön szerető közegbe fog érkezni, S ezáltal megtanul ő is tiszta szívvel szeretni.",https://poet.hu/vers/383694
poz,Molnár Edit,Az élet szépsége,"Telnek a napok, az évek. Rohanó világban, mondd, észreveszel bármi szépet? Ott van ám, csak nyitott szemmel-szívvel járj. Én így teszem ám! Mit kapok cserébe? Boldogságot, szeretetet, ölelő kezeket, Lelket simogató, őszinte perceket. Családot, társat, igaz barátot, Kutyát, macskát és mindent, amit csak a szívembe zárok. Ha jót adok, jót kapok cserébe. Mért rontanám el ezt egy rossz döntéssel? Csodabogár lennék talán? Optimista, naiv, egy talány? Szerintem nem, nem ám! Tanultam az évek alatt a rosszból, De akkor sem fordultam ki magamból. Mindenki nem szerethet. Ez az élet rendje. Ez az emberi kapcsolatok története. De rossz nem leszek ezzel szemben. Kutatom a jót, keresem a szépet, Amíg csak lehet, élvezem a létet.",https://poet.hu/vers/383693
poz,Takács László (Taki),Bocsánatos bûnök,"Ha a vers nyers néha, a költő meg léha, megbocsátja az Úr, nem borul el azúr égnek kéke mélye, bármi is a véleménye...",https://poet.hu/vers/388168
poz,Erdei Péter,Április elsejére,"Hol boszorkány van, ott boszorkány van, nemcsak a kapualjban, nemcsak a lépcsőházban, nemcsak a kisszobában, nemcsak az éjszakában kiáltó asszony ricsajában, ott boszorkány van, kint a konyhában sületlen tortában, a fürdőszobában, a vízzel teli kádban, a csempén ott maradt csúszós tócsában, ott boszorkány van a koszos ruhában, a mosatlan edényben, az olvasatlan regényben eltűnt áldozatban, a soha meg nem nézett Netflix sorozatban, ott boszorkány van, melletted az ágyban, még e versben is itt van, míg írom magamban, meleget ontó légkondiban, az elromlott távkapcsolóban, az elolvadt jégkockában, ott boszorkány van, a nyári aszályban, az ősszel kezdődő iskolában, télben és tavaszban, ""így járunk vaksötétben, s feszengünk kamarában, futva bár Szaharában"", a nők angyalok, írom egy papírra, az arcomon piruló pírra, ide a homlokomra, oda minden csókomba beleírva, jégcseppekkel felhőbe beleszőve, a padra vésett üzenetbe, a nők angyalok, kiáltom fel az égbe, vagyok, aki vagyok, egy boszorkányba beleszeretve.",https://poet.hu/vers/388112
poz,Várady Endre,Filozófia,"Szeretem a filozófiát, csak az a baj vele, hogy általa mindennek be lehet bizonyítani az igazságát, és ha kellő meggyőző erővel rendelkezik valaki, akkor a hazugságát is.",https://poet.hu/vers/387180
poz,Lant Györgyi,Rövid szomorúság,"Földre hullt a bánat, Nem keresek vádat, Kérek újabb vágyat. Kutatok egy társat, Ez a nagy vadászat. Megtalálok - hányat? Talán tizenhármat. Megtartok egypárat, Ha jó a találat, Szétporlik a bánat.",https://poet.hu/vers/386954
poz,S. Nagy Henrietta,Tavaszi pillanatok,mindig mosolyogsz gyönyörű a fenyőfa szeretlek nagyon,https://poet.hu/vers/386806
poz,Némethné Mohácsi Bernadett,Hallottam a szíved dobbanni,"Van a Lelkednek egy parányi szeglete, éltet ez, oly sok mindennek a tárhelye. Ide halmozom féltve őrzött szavaid; olykor megfércelt, szelíd gondolataid. Ha kell, gondosan szemezgetem őket. Tudod, mint a Nap a bárányfelhőket. Mikor megérintem Léted szép világát, összegyűjtöm Lelked sokezer virágát. Csokrot kötök belőle, hogy mindenki lássa, aki, ha megtört, reményét megtalálja. Tenyeremen hordok minden törött szálat, kiszínezem ezerszer, ha kell, azt a lepkeszárnyat... - Mikor aztán újra meghallom a hangot, bezárom Léted, s áldom a dallamot. Végtelennek tűnő órák csendjében mosolyt kovácsolok szíved erszényében.",https://poet.hu/vers/386760
poz,Bende Erika,Mindenséged,"Egyszer csak felhangzott az ének, Nap sugara, csillagok fénye forrósággal, viharral fűtve, a megálmodott világ veled. Ahogy teremtődött az éden, úgy kelt életre mindensége, mikor közel került a messze, képzelni nem tudtam sohasem. Kincseit ontja bekerítve, nincs az a perc, mely nem törődne, bármi is történik melletted, ott lesz a szívem mindörökre.",https://poet.hu/vers/386703
poz,Várady Endre,Nőnapi csokor,"Virágot nem adhatok itt, csak szóvirágot. Nektek boldog nőnapot ezért így kívánok: Ne felejtsd a nefelejcset, rózsatövist vágd le, és életlen kardvirágot küldj hölgyek részére! Lábuk elé aranyeső fémes hangon hulljon! Szeretetnek szép nárcisza soha ne bomoljon!",https://poet.hu/vers/386646
poz,Csirke Zoltán,Nőnapi,Nő. Napi köszöntő. Mindörökké. Férfiörömből.,https://poet.hu/vers/386616
poz,Vision,Fordulópont,Sodródom ismét az árral Hibáim dobálnak sárral Első óhajom csak annyi Tettek tavába zuhanni. Második óhajom annyit takar Éjszaka öleljen ugyanaz a kar Reggel ébredjek napsugárzásra Kedvesem arcának ragyogására! Harmadik óhajom: legyek ideális Belegondolva az ötlet sem reális Fontosaknak már most is az vagyok Ritkán ugyan de hálát adok. Végső óhaj hogy szám se legyen kötetlen Szavaim bukása azonban töretlen. Ennek okozója csak én vagyok Megbocsájtást ezért nem kapok.,https://poet.hu/vers/385974
poz,Juhászné Bérces Anikó,Menhelyen,"Menhelyükön egy csoportban éldegélnek buldogok, biztonságban, hű egységben, s ettől nagyon bul-dogok. Gazdájuknak védelmében peregnek a víg napok, gondtalanul, s örömében csóvál sok kutyafarok. Összetartó csordájuktól a korcsokat elűzik, belemarnak kíméletlen, ha csak egy is feltűnik. Fajtatiszta ez a ""népség"", büszke tartás, izmos test, ehhez sosem férhet kétség, félelmet kelt, ahogy fest. Ételosztás okoz némi feszültséget közöttük, vicsorogva jelzik, ki az irigy kutya közülük. Szeretnék egy ilyen kutyát, pórázon vezetgetném, ám, ha durván rám morogna, bizony kiheréltetném.",https://poet.hu/vers/385060
poz,Tóth Tünde,Jóember,"Jó lehet a hóembernek, szereti őt felnőtt s gyermek. Nincsen neki ellensége, gyereke, se felesége. Nem hagy maga után nyomot, sem szemetet, sem bánatot. Csak örömöt, szeretetet, vidám, kedves emlékeket. A Hóember csuda alak, ne ijesztgesd, úgysem szalad. Nem eszik ő, csak hópelyhet, így óvja a természetet. Szeme szénből, szerves fajta, orra répa, nyúl harapja. Teste vízből fagyott forma, összerakni csupa móka. Hogyha enyhül idő foga, mindezeket hátrahagyva, Földanyácskánk ""feldolgozza"", ahogy olvad, kortyolgatva.",https://poet.hu/vers/384904
poz,Illésné Vincze Éva,Tinicskék!,"Borcsi már tini leááány! Mindenkit megreguláááz! Figyelj, mert beszélek, Remélem, megértesz, Különben jön a retorzió! Izucska vállát vonjaaa! Hagyjatok gyerekkorbaaa`! Most vidám életem Szabad és független, Megőrzöm, amíg lehet! Bencuska nagy fiú mááár! Érdeklik komoly témááák, De azért, ha lehet, Mindenkit megviccel! Nevet az egész család! Rozika cukipofaaa! Van saját világaaa! Rendre és szépségre, Figyel az egészre! Nem lesz itt felfordulás! Bálintra figyelni keeell! Mert ő a leegkiseeebb! Hogyha ezt nem teszed, Leveszi a fejed, Minimum ugra-bugrál!",https://poet.hu/vers/384503
poz,Hillai László,Télûző,"Télűzőnek vidámság a farsangi mulatság. Beöltözni maskarának, táncban fárad el a lábad. Nem kell félni, itt nincs más, csak a pezsgődurranás! Most tudsz még szabadon élni, víg tánchoz fognak zenélni. Bálban király is lehetsz, uralkodhatsz nép felett. De vigyázz, mert jön a kaszás, véget érhet uralkodás! És míg a hajnal hasad, teletöltheted hasad. Ehetsz sok farsangi fánkot, véget érhet mulatságod. Vígan mehetsz már haza, jól kimulattad magad.",https://poet.hu/vers/384475
poz,Orsovszki Tibor,Élesztő,"Szikár soraidat olvasva - mint végső ostrom előtti, kókadt római hadoszlopot - akarva, akaratlan szabdalnak fel engem is a karma hatalmas felező tizenkettesei. Kristályos könnycseppeket csalva szűk mosolyom könnyed korcának végeláthatatlan végződéseire. Mire a dagadó kovász-lelkem kacagva konstatál az ébredéshez.",https://poet.hu/vers/384390
poz,Csirke Zoltán,Mosolyogjon Magyarország,"Kívánságom jövő évre, legyen végre világbéke; mosolyogjon Magyarország, múljon minden megosztottság; kulturáltan, értelmesen győzzük le a félelmeket; fejlődjünk a közpénz által, aki lopott, másszon rácsra; jogállamban ez nem kérdés, versikémben így nincs sértés; s azzal majd, hogy mi lesz ebből: szembesít az új esztendő!",https://poet.hu/vers/383614
poz,Tóth Tünde,"A hóember, aki felszívódott","Tegnap egy hóembert készítettem, gondoltam, barátként befogadom. Sőt mi több, még azt is megengedtem, hogy az én ágyamban aludhasson. Varrtam jégkristályból szép pizsamát, hátha attól otthon érzi magát, de hátrahagyva minden holmiját reggel eltűnt, sőt, oda is pisált.",https://poet.hu/vers/383483
poz,Binda,Szakáll,"Igazolja a pengén, habon spórolt vagyon(om), Indokolja árnyéka, mit arcomra vet napon, Leányaim, kisfiam is megszokták már nagyon, Ő engem is jelent, talán ezért hagyom Meg.",https://poet.hu/vers/383107
poz,jank,Régi telek,"Megrázta felhődunyháját a jó öreg tél. A sok pihe szállt ezerfelé. Ma ez ritkaság, ezért dalolj és emlékezzél. ""Esik a hó!"" Harsant csatára hívó kürtszó gyanánt a mondat, amelytől minden kisdiák szíve örömmel nagyot dobbant. Ádáz hócsatákat vívni kirajzottunk a játszóterekre. Jéggé fagyott kezünk, lábunk, de játszottunk jókat nevetve. A magas dombra húztuk a szánkókat fel, lihegve. Majd lecsúszva, sokszor borultunk a friss hóba hemperedve. Csípős derűvel ült az alkony a lakótelep házai közé. Az aranyló szemű ablakok a játszó lurkókat figyelték. A megható hetekre emlékezem, szerettelek titeket, régi telek. Ma is derű tölti meg szívem, ha rátok gondolok, régi telek. Fehér csendbe öltözött minden, és kacagtak a gyerekek. Ma is kacaj tölti meg szívem, ha rátok gondolok, régi telek.",https://poet.hu/vers/383068
poz,Beke Virgínia,Neked,"Hontalan volt minden, hontalan a lelkem, elvezettél te engem mégis a vaksötétben. Előtted csak próbáltam túlélni, sokszor kérdeztem is magamban: én ezt még meddig fogom kibírni? De jöttél te az életembe, amikor nem számítottam rád. Sokszor hangoztattad: minden problémámat megoldanád. Köszönöm a sorsnak, hogy az életem része lettél, ott leszek neked ezentúl én is, mint egy soha el nem múló napszél.",https://poet.hu/vers/383007
poz,Kovács Judit,Mosolyfüggöny,Egész lényemet borzongás járja át. Feneketlen mélysége tátong lelkemben. Pillanatában görgő labirintusába tévedtem. Elmém megvilágosodott. Érzékfölöttiségét bevetülő ellenfényében. Homoktenger oázisában virágszirom a holdfényben. Könny csillan szemembe. Mosoly ékköve megérintette szívemet.,https://poet.hu/vers/382833
poz,Farkas József (Taschler József),Zokni,"Te vagy fénye ruhatárnak, A szekrényem fiókjának. Rajtad tartom a tyúkszemem, Melegséged nem feledem. Beléd bújok, mikor fázok, Örömömben táncot járok. Álmodsz cipőm sötétjében, Ott alszol a talpbetéten. Azon tűnődöm ma este, Buzgón párodat keresve. Csak nem vonultál zárdába, Vagy a nadrágom szárába? Mikor csoszogok a hallban, És rád lépek sűrűn, halkan. Nem vagy akkor sem nagy bajban, Mikor jobb lábamon bal van.",https://poet.hu/vers/382412
poz,Csirke Zoltán,Lépnék kulturszintet,"Ha lehetnék Zoligarcha - ragyogna az arcom, nem törődnék a többséggel, tartanám a markom. Ha lehetnék Zoligarcha - vennék kastélyt százat, műemléki házak helyén húznék irodákat. Ha lehetnék Zoligarcha - kezem zsebre tenném, elvártan és lojálisan szabnám létem szebbé. Ha lehetnék Zoligarcha - tudnám mi a legjobb, hanyagolnám bal karomat, ügyesebb a szent jobb. Ha lehetnék Zoligarcha - lépnék kulturszintet, kérdésekre válasz gyanánt ferdítenék mindent. Ha lehetnék Zoligarcha - nem bántana semmi, árfolyami kockázatból bírnék nagyot nyerni. Ha lehetnék Zoligarcha - bújnék szembe-szívbe, fürösztene nyájasságom kiskanálnyi vízbe`. Ha lehetnék Zoligarcha - tükrözném a rendet, szürreális valóságom diktálná a trendet. Ha lehetnék Zoligarcha - összetépném versem, ám a nevem csak Zolika: így lelkem is egyben.",https://poet.hu/vers/382228
poz,Domonkos Jolán,Reggeli cicakoncert,"A mi cicánk panaszkodik: ""Nyau! Nyau! Nagy baj van!"" Kora reggel hangoskodik, ott ül már az ablakban. ""Jaj, de nagyon megéheztem, hosszú volt az éjszaka, a vacsorát mind megettem, nem volt okom panaszra. Fogócskáztam a sötétben, kergettem sok egeret, nem törődve a veszéllyel kószáltam a kertekben. Körülnéztem, mit fogjak meg, milyen káros rágcsálót, padlásokra osontam fel, hoztam le pár pókhálót. Látod, itt lóg bajuszomon ez a száraz kisegér, ugye megvan minden jogom, nyávoghatok friss tejért?!""",https://poet.hu/vers/381933
poz,Várady Endre,Csillogó csókok,"A csók lelkileg és orvosilag ajánlott. Serkenti a vér-, nyirokkeringést, kedélyállapotot javít, valamint számos más pozitív hatása van. Fajtáiról a csókok Gombóc Artúrja tudna mesélni: van habcsók, négercsók, random csók, búcsúcsók és ellentéte az üdvözlő csók, kibékülő -, nyelves -, felszínes -, elsietett -, elkésett -, kudarcba fulladt -, élvezhetetlen -, csodálatos -, romantikus -, ügyetlen -, sorozatcsók. Fontos még megemlíteni a népek csókjait: például magyart, németet és franciát. Jelentős kategóriát képviselnek az úgynevezett baráti-politikai csókok, melyek a múltban gyakran elcsattantak. A szó - rövid o-val, - azt jelenti, hogy sokat csókolódzó párok, felsőbb döntésre, bizonyos kritériumoknak megfelelve, CSOK-ot kaphatnak. Vigyázat, az anyósnyelv nem csókra való, hanem egy ehetetlen szobanövényt jelölő fogalom!",https://poet.hu/vers/381827
poz,Csirke Zoltán,Tollseprût a kézbe,Terjeszkedő pókok tegnapról a mára szőnek hálócsapdát rosszmájúan másnak terjeszkedő pókok közös élettérben megosztott-fóbiát szórnak a gyengékre terjeszkedő pókok kicsik és a nagyok áldozat-éhesen hamis ártatlanok terjeszkedő pókok birtokuk a plafon árnyékban és fényben övék csak a haszon terjeszkedő pókok öntelt mind és kevély taposnak nyolc lábbal alattuk nincs esély terjeszkedő pókok térjünk tőlük észhez nyitott kukazsákkal tollseprűt a kézbe.,https://poet.hu/vers/381774
poz,Várady Endre,AI nő,"Lestrapáltan, hibernáltan bizonytalan - lábra álltam. Mátrix lélek folyt szívembe, beestem a szerelembe: Mesterséges, büszke díva kamerán néz a világba. Plexi keze, fém a lába. Műkörme jól megcsinálva. Gurul, repül avagy lebeg, műszempilla rajta rezeg. Színe napon megfakul, karbantartásra szorul. Először azt hittem, igazi éltnök, de apja fejlesztő, az anyja mérnök. Született - egy gépsoron, MÉH-ben hal meg - fájdalom. Lebontva és átszerelve, alkatrész lesz majd belőle. S ha szerencse mellé jő, feltámad, mint AI-nő.",https://poet.hu/vers/381537
poz,Farkas József (Taschler József),Szúnyog,"Álomra hajtom a fejem, Mellettem horkol a nejem. Szúnyogocska ennek örül, Ott köröz a feje körül. Lágyan landol az arcára, Vért szimatol a fullánkja. Hogy megmentsem drága párom, Lendülettel arcon vágom. Azt gondoltam, hogy ezt tettem, Hősként vérét megmentettem. De ő hirtelen felpattant, Arcomon nagy pofon csattant. Visszafekszik és rám morog, Ilyet tenni nem szép dolog. Szúnyogra így nem lesz gondom, Dagadtra nőtt most az orrom.",https://poet.hu/vers/381399
poz,Varjas János István,Novemberi tavaszban,"Ezüst napfényben vezettek útjaink. Lepkék szegődtek mellénk társaságul. És a tájak is hegyeikkel, völgyeikkel s a fák is. Még a földbe forgatott trágya is illatos - édes. Végül az alkony tündér homállyá változott. Cserélgette színes habruháit az esteledő erdők sűrűjében.",https://poet.hu/vers/381377
poz,Várady Endre,Siralmas énnéköm...,"Százmilliós kégli kéne? Nem reális, csak álom. Az árak égbe repültek, ezért nem találom. Azért mégis érdekelne, hogy ""Vajjon s mikor lészön jó Budában lakásom!"" Vidéki lét. Levegő ép. Bár bezárt a gyár - azt látom. Nem hiszem el, hogy nincs, ki felel: ""Vajjon s mikor lészön jó Budában lakásom!"" Bejárni jó, csak időrabló, de csökken a bérlettel károm. Irigykedve kérdem e röpke létben: ""Vajjon s mikor lészön jó Budában lakásom!"" Kánikula. Melegrekord. Síkságon sültem a nyáron. Elképzelem, hogy a fővárosban élek, s a hegyeket látom. ""Vajjon s mikor lészön jó Budában lakásom!""",https://poet.hu/vers/381061
neg,Pingitzer Dávid,Expozíció,"Mereven állok meztelen testtel, A teremben fintorgó tanárok néznek. Az elnök köhint s engemet kérdez: ""Megismételné nekem még egyszer?"" Behorgolt szám több szót nem képez, Mikor az ujja érinti hideg homlokom, S fejemtől bőröm kettébe húzza: Így lakmároznak kitálalt agyamon.",https://poet.hu/vers/391852
neg,Kiki,A BKV-n ülve,"Újra itt a busz - súg a néma, üres a tér, bámul minden szempár, szinte csak kér. Fussak-e vagy maradjak? Képtelen vagyok. A játék elkezdődött - ezen nem állíthatok. A busz csak zörög, szorul minden levegő, szívem lüktet, ez szinte már előkelő, torkom szorít, fuldokolva tüzet lehelem, szorítása szúró, éles - nincs kegyelem. Kezem remeg, s testem újra zajtól zúg, csak az agyam csapdája - jól hason rúg. Nincs kiút, csak az őrületnek útja, mert minden perc egy méreg sötét kútja. Szívem zakatol, egy börtönbezárt madár. A busz falai szűkek, közben rám tör a halál. A légzés fullaszt, kapkodok, elvesztem, belülről robbanok, s őrülten reszketem. De jön a csend, a vihar enyhül lassan, testem fáradt, elmém még harcban, az élet újra nevet - csapást dobott rám, a szám most már 37 - egy ellen áll.",https://poet.hu/vers/391780
neg,Medzsibriczki Aliz,Visszatérő álmom,"Vajon hiányzom neked? S rám gondolsz, mikor álomra hajtod fejed? Vagy csak az üresség van benned, Amint halványulni kezd lelked? És mondd, az álmodban látsz mosolyogni? Látsz engem igazán nevetni? Úgy, mint egy kisgyermeket, Ki megkapott minden szeretetet? Vagy könnyek ülnek arcomon? És sebek jelennek meg karomon? Melyek rád utalnak, És benned nyomot hagynak. Ilyenkor, ha felébredsz, Teljes szívvel szeretsz? Vagy menekülni készülsz, Hogy többé meg ne sérülj?",https://poet.hu/vers/391672
neg,Vigné Angyal Karolina Imola,Téveszmék,"Lelkem falán árnyak járnak, álruhában gondolat úgy tesz, mintha igaz lenne, de belül csak zűrzavar. Téveszméknek adtam hitelt, mint, ki csillagot keres, de a fény, mit követtem én, hamis tükör, nem eresz. Szólt az elme halk zenéje, csak én hallottam talán, s míg más épít, én romboltam álmot, múltat és hazát. Most már látom - késve bár - mi nem volt soha enyém: nem az igaz, ami hangos, és nem minden harc enyém. Téveszmék ködén túl, egyszer megnyílik majd tiszta kép. Addig őrzöm csendben bennem, mi igaz s mi tévedés.",https://poet.hu/vers/391460
neg,Bencze Patricia,Bárcsak,"Bárcsak hallanák a szavaim, mennyi minden él bennem! Számítana, amit adok, látnák, ki is vagyok... A haragom, a mosolyom, a gyűlöletem, a szeretetem, megéltem, megértettem a múltam, beleláttam a jövőbe, de az utam végre megtaláltam: az itt van, a jelenben! Minden részem most egy helyen, bűntudatot hozva a múltamból, félelmet teremtve a jövőből. Gyakran megfordult bennem egy árny, egy hóbortos egér, különös társ. Féltem tőle, rettegtem... de be kellett ismernem: a félelem csak egy apró, kis barát, aki végigkísért: nahát! Megláttam benne, mi a valódi félelmem, és megértettem: nem ellenségem. Most... Lásd, én nem vagyok TE, de mégis... ugyanazon az úton járok épp, mint TE. Bárcsak látnád, ki most olvasod, mennyi minden él benned! Számít, amit adsz, s látom: ki vagy. A haragod, a mosolyod, a gyűlöleted, a szereteted, ez mind bennünk szunnyad. Az életünk része. Talán... mindnyájan egyek vagyunk. S a hitünk... nos, az más kérdést forgat. De higgyünk valamiben, ami közös. Egyvalami nem lehet közömbös: Éljük meg a jelent, mert a jelen... Hidd el, jót jelent.",https://poet.hu/vers/391401
neg,Kis Ágnes,Féltékenység,Zöld szemű sejtés szőtte körbe szívemet halvány hálóval,https://poet.hu/vers/390752
